,26,2022-05-01 00:00
,24,2022-05-01 00:05
,26,2022-05-01 00:10
,23,2022-05-01 00:15
,26,2022-05-01 00:20
,23,2022-05-01 00:25
,23,2022-05-01 00:30
,27,2022-05-01 00:35
,24,2022-05-01 00:40
,25,2022-05-01 00:45
,27,2022-05-01 00:50
,24,2022-05-01 00:55
,27,2022-05-01 01:00
,28,2022-05-01 01:05
,26,2022-05-01 01:10
,28,2022-05-01 01:15
,25,2022-05-01 01:20
,28,2022-05-01 01:25
,29,2022-05-01 01:30
,24,2022-05-01 01:35
,26,2022-05-01 01:40
,26,2022-05-01 01:45
,29,2022-05-01 01:50
,27,2022-05-01 01:55
,23,2022-05-01 02:00
,24,2022-05-01 02:05
,23,2022-05-01 02:10
,25,2022-05-01 02:15
,24,2022-05-01 02:20
,25,2022-05-01 02:25
,23,2022-05-01 02:30
,25,2022-05-01 02:35
,27,2022-05-01 02:40
,29,2022-05-01 02:45
,26,2022-05-01 02:50
,23,2022-05-01 02:55
,26,2022-05-01 03:00
,23,2022-05-01 03:05
,25,2022-05-01 03:10
,27,2022-05-01 03:15
,27,2022-05-01 03:20
,23,2022-05-01 03:25
,28,2022-05-01 03:30
,23,2022-05-01 03:35
,23,2022-05-01 03:40
,25,2022-05-01 03:45
,25,2022-05-01 03:50
,27,2022-05-01 03:55
,28,2022-05-01 04:00
,26,2022-05-01 04:05
,28,2022-05-01 04:10
,28,2022-05-01 04:15
,28,2022-05-01 04:20
,24,2022-05-01 04:25
,28,2022-05-01 04:30
,26,2022-05-01 04:35
,27,2022-05-01 04:40
,24,2022-05-01 04:45
,28,2022-05-01 04:50
,24,2022-05-01 04:55
,27,2022-05-01 05:00
,25,2022-05-01 05:05
,25,2022-05-01 05:10
,29,2022-05-01 05:15
,23,2022-05-01 05:20
,23,2022-05-01 05:25
,26,2022-05-01 05:30
,29,2022-05-01 05:35
,28,2022-05-01 05:40
,29,2022-05-01 05:45
,29,2022-05-01 05:50
,27,2022-05-01 05:55
,29,2022-05-01 06:00
,25,2022-05-01 06:05
,23,2022-05-01 06:10
,26,2022-05-01 06:15
,25,2022-05-01 06:20
,24,2022-05-01 06:25
,28,2022-05-01 06:30
,26,2022-05-01 06:35
,27,2022-05-01 06:40
,25,2022-05-01 06:45
,24,2022-05-01 06:50
,29,2022-05-01 06:55
,29,2022-05-01 07:00
,23,2022-05-01 07:05
,25,2022-05-01 07:10
,27,2022-05-01 07:15
,24,2022-05-01 07:20
,24,2022-05-01 07:25
,23,2022-05-01 07:30
,24,2022-05-01 07:35
,23,2022-05-01 07:40
,25,2022-05-01 07:45
,23,2022-05-01 07:50
,24,2022-05-01 07:55
,26,2022-05-01 08:00
,25,2022-05-01 08:05
,23,2022-05-01 08:10
,26,2022-05-01 08:15
,28,2022-05-01 08:20
,27,2022-05-01 08:25
,27,2022-05-01 08:30
,28,2022-05-01 08:35
,29,2022-05-01 08:40
,29,2022-05-01 08:45
,28,2022-05-01 08:50
,28,2022-05-01 08:55
,23,2022-05-01 09:00
,25,2022-05-01 09:05
,23,2022-05-01 09:10
,28,2022-05-01 09:15
,26,2022-05-01 09:20
,27,2022-05-01 09:25
,26,2022-05-01 09:30
,23,2022-05-01 09:35
,24,2022-05-01 09:40
,25,2022-05-01 09:45
,24,2022-05-01 09:50
,24,2022-05-01 09:55
,23,2022-05-01 10:00
,26,2022-05-01 10:05
,25,2022-05-01 10:10
,25,2022-05-01 10:15
,29,2022-05-01 10:20
,23,2022-05-01 10:25
,23,2022-05-01 10:30
,29,2022-05-01 10:35
,28,2022-05-01 10:40
,25,2022-05-01 10:45
,26,2022-05-01 10:50
,28,2022-05-01 10:55
,26,2022-05-01 11:00
,27,2022-05-01 11:05
,26,2022-05-01 11:10
,23,2022-05-01 11:15
,28,2022-05-01 11:20
,28,2022-05-01 11:25
,26,2022-05-01 11:30
,29,2022-05-01 11:35
,23,2022-05-01 11:40
,26,2022-05-01 11:45
,28,2022-05-01 11:50
,24,2022-05-01 11:55
,26,2022-05-01 12:00
,25,2022-05-01 12:05
,25,2022-05-01 12:10
,25,2022-05-01 12:15
,27,2022-05-01 12:20
,27,2022-05-01 12:25
,29,2022-05-01 12:30
,23,2022-05-01 12:35
,28,2022-05-01 12:40
,29,2022-05-01 12:45
,27,2022-05-01 12:50
,25,2022-05-01 12:55
,26,2022-05-01 13:00
,27,2022-05-01 13:05
,27,2022-05-01 13:10
,29,2022-05-01 13:15
,29,2022-05-01 13:20
,26,2022-05-01 13:25
,29,2022-05-01 13:30
,28,2022-05-01 13:35
,25,2022-05-01 13:40
,26,2022-05-01 13:45
,25,2022-05-01 13:50
,28,2022-05-01 13:55
,28,2022-05-01 14:00
,28,2022-05-01 14:05
,26,2022-05-01 14:10
,25,2022-05-01 14:15
,25,2022-05-01 14:20
,26,2022-05-01 14:25
,29,2022-05-01 14:30
,27,2022-05-01 14:35
,23,2022-05-01 14:40
,23,2022-05-01 14:45
,23,2022-05-01 14:50
,27,2022-05-01 14:55
,28,2022-05-01 15:00
,25,2022-05-01 15:05
,26,2022-05-01 15:10
,29,2022-05-01 15:15
,26,2022-05-01 15:20
,24,2022-05-01 15:25
,29,2022-05-01 15:30
,24,2022-05-01 15:35
,26,2022-05-01 15:40
,26,2022-05-01 15:45
,29,2022-05-01 15:50
,23,2022-05-01 15:55
,27,2022-05-01 16:00
,24,2022-05-01 16:05
,27,2022-05-01 16:10
,25,2022-05-01 16:15
,23,2022-05-01 16:20
,26,2022-05-01 16:25
,28,2022-05-01 16:30
,25,2022-05-01 16:35
,24,2022-05-01 16:40
,24,2022-05-01 16:45
,25,2022-05-01 16:50
,26,2022-05-01 16:55
,26,2022-05-01 17:00
,29,2022-05-01 17:05
,24,2022-05-01 17:10
,23,2022-05-01 17:15
,27,2022-05-01 17:20
,29,2022-05-01 17:25
,28,2022-05-01 17:30
,23,2022-05-01 17:35
,29,2022-05-01 17:40
,23,2022-05-01 17:45
,29,2022-05-01 17:50
,24,2022-05-01 17:55
,29,2022-05-01 18:00
,26,2022-05-01 18:05
,29,2022-05-01 18:10
,29,2022-05-01 18:15
,28,2022-05-01 18:20
,29,2022-05-01 18:25
,29,2022-05-01 18:30
,26,2022-05-01 18:35
,28,2022-05-01 18:40
,26,2022-05-01 18:45
,23,2022-05-01 18:50
,29,2022-05-01 18:55
,23,2022-05-01 19:00
,25,2022-05-01 19:05
,27,2022-05-01 19:10
,23,2022-05-01 19:15
,25,2022-05-01 19:20
,24,2022-05-01 19:25
,23,2022-05-01 19:30
,26,2022-05-01 19:35
,23,2022-05-01 19:40
,28,2022-05-01 19:45
,25,2022-05-01 19:50
,29,2022-05-01 19:55
,23,2022-05-01 20:00
,29,2022-05-01 20:05
,23,2022-05-01 20:10
,25,2022-05-01 20:15
,29,2022-05-01 20:20
,23,2022-05-01 20:25
,25,2022-05-01 20:30
,25,2022-05-01 20:35
,28,2022-05-01 20:40
,25,2022-05-01 20:45
,28,2022-05-01 20:50
,27,2022-05-01 20:55
,28,2022-05-01 21:00
,26,2022-05-01 21:05
,29,2022-05-01 21:10
,29,2022-05-01 21:15
,27,2022-05-01 21:20
,24,2022-05-01 21:25
,25,2022-05-01 21:30
,27,2022-05-01 21:35
,27,2022-05-01 21:40
,25,2022-05-01 21:45
,24,2022-05-01 21:50
,23,2022-05-01 21:55
,28,2022-05-01 22:00
,23,2022-05-01 22:05
,23,2022-05-01 22:10
,25,2022-05-01 22:15
,23,2022-05-01 22:20
,24,2022-05-01 22:25
,23,2022-05-01 22:30
,23,2022-05-01 22:35
,29,2022-05-01 22:40
,29,2022-05-01 22:45
,27,2022-05-01 22:50
,24,2022-05-01 22:55
,24,2022-05-01 23:00
,25,2022-05-01 23:05
,29,2022-05-01 23:10
,23,2022-05-01 23:15
,23,2022-05-01 23:20
,27,2022-05-01 23:25
,23,2022-05-01 23:30
,26,2022-05-01 23:35
,23,2022-05-01 23:40
,26,2022-05-01 23:45
,24,2022-05-01 23:50
,27,2022-05-01 23:55
