,46,2022-05-01 00:00
,52,2022-05-01 00:05
,53,2022-05-01 00:10
,48,2022-05-01 00:15
,46,2022-05-01 00:20
,48,2022-05-01 00:25
,48,2022-05-01 00:30
,52,2022-05-01 00:35
,47,2022-05-01 00:40
,46,2022-05-01 00:45
,54,2022-05-01 00:50
,54,2022-05-01 00:55
,48,2022-05-01 01:00
,52,2022-05-01 01:05
,49,2022-05-01 01:10
,45,2022-05-01 01:15
,54,2022-05-01 01:20
,52,2022-05-01 01:25
,46,2022-05-01 01:30
,53,2022-05-01 01:35
,51,2022-05-01 01:40
,45,2022-05-01 01:45
,52,2022-05-01 01:50
,51,2022-05-01 01:55
,51,2022-05-01 02:00
,45,2022-05-01 02:05
,48,2022-05-01 02:10
,47,2022-05-01 02:15
,49,2022-05-01 02:20
,47,2022-05-01 02:25
,53,2022-05-01 02:30
,47,2022-05-01 02:35
,50,2022-05-01 02:40
,53,2022-05-01 02:45
,54,2022-05-01 02:50
,46,2022-05-01 02:55
,47,2022-05-01 03:00
,54,2022-05-01 03:05
,51,2022-05-01 03:10
,46,2022-05-01 03:15
,46,2022-05-01 03:20
,52,2022-05-01 03:25
,54,2022-05-01 03:30
,48,2022-05-01 03:35
,45,2022-05-01 03:40
,54,2022-05-01 03:45
,50,2022-05-01 03:50
,46,2022-05-01 03:55
,50,2022-05-01 04:00
,45,2022-05-01 04:05
,52,2022-05-01 04:10
,52,2022-05-01 04:15
,52,2022-05-01 04:20
,47,2022-05-01 04:25
,52,2022-05-01 04:30
,45,2022-05-01 04:35
,47,2022-05-01 04:40
,51,2022-05-01 04:45
,45,2022-05-01 04:50
,45,2022-05-01 04:55
,49,2022-05-01 05:00
,54,2022-05-01 05:05
,50,2022-05-01 05:10
,51,2022-05-01 05:15
,54,2022-05-01 05:20
,48,2022-05-01 05:25
,47,2022-05-01 05:30
,51,2022-05-01 05:35
,46,2022-05-01 05:40
,52,2022-05-01 05:45
,49,2022-05-01 05:50
,46,2022-05-01 05:55
,54,2022-05-01 06:00
,49,2022-05-01 06:05
,47,2022-05-01 06:10
,47,2022-05-01 06:15
,54,2022-05-01 06:20
,53,2022-05-01 06:25
,50,2022-05-01 06:30
,52,2022-05-01 06:35
,52,2022-05-01 06:40
,48,2022-05-01 06:45
,53,2022-05-01 06:50
,50,2022-05-01 06:55
,52,2022-05-01 07:00
,47,2022-05-01 07:05
,46,2022-05-01 07:10
,51,2022-05-01 07:15
,47,2022-05-01 07:20
,48,2022-05-01 07:25
,46,2022-05-01 07:30
,47,2022-05-01 07:35
,45,2022-05-01 07:40
,51,2022-05-01 07:45
,51,2022-05-01 07:50
,53,2022-05-01 07:55
,51,2022-05-01 08:00
,47,2022-05-01 08:05
,48,2022-05-01 08:10
,52,2022-05-01 08:15
,46,2022-05-01 08:20
,50,2022-05-01 08:25
,52,2022-05-01 08:30
,45,2022-05-01 08:35
,47,2022-05-01 08:40
,54,2022-05-01 08:45
,46,2022-05-01 08:50
,45,2022-05-01 08:55
,46,2022-05-01 09:00
,45,2022-05-01 09:05
,51,2022-05-01 09:10
,51,2022-05-01 09:15
,53,2022-05-01 09:20
,52,2022-05-01 09:25
,54,2022-05-01 09:30
,46,2022-05-01 09:35
,49,2022-05-01 09:40
,52,2022-05-01 09:45
,45,2022-05-01 09:50
,51,2022-05-01 09:55
,50,2022-05-01 10:00
,45,2022-05-01 10:05
,47,2022-05-01 10:10
,53,2022-05-01 10:15
,49,2022-05-01 10:20
,49,2022-05-01 10:25
,52,2022-05-01 10:30
,48,2022-05-01 10:35
,45,2022-05-01 10:40
,54,2022-05-01 10:45
,51,2022-05-01 10:50
,47,2022-05-01 10:55
,48,2022-05-01 11:00
,49,2022-05-01 11:05
,50,2022-05-01 11:10
,51,2022-05-01 11:15
,52,2022-05-01 11:20
,54,2022-05-01 11:25
,54,2022-05-01 11:30
,54,2022-05-01 11:35
,53,2022-05-01 11:40
,45,2022-05-01 11:45
,49,2022-05-01 11:50
,45,2022-05-01 11:55
,48,2022-05-01 12:00
,48,2022-05-01 12:05
,46,2022-05-01 12:10
,48,2022-05-01 12:15
,48,2022-05-01 12:20
,46,2022-05-01 12:25
,48,2022-05-01 12:30
,51,2022-05-01 12:35
,51,2022-05-01 12:40
,51,2022-05-01 12:45
,51,2022-05-01 12:50
,53,2022-05-01 12:55
,50,2022-05-01 13:00
,47,2022-05-01 13:05
,51,2022-05-01 13:10
,49,2022-05-01 13:15
,50,2022-05-01 13:20
,47,2022-05-01 13:25
,51,2022-05-01 13:30
,46,2022-05-01 13:35
,48,2022-05-01 13:40
,49,2022-05-01 13:45
,53,2022-05-01 13:50
,52,2022-05-01 13:55
,50,2022-05-01 14:00
,50,2022-05-01 14:05
,49,2022-05-01 14:10
,46,2022-05-01 14:15
,50,2022-05-01 14:20
,54,2022-05-01 14:25
,51,2022-05-01 14:30
,52,2022-05-01 14:35
,49,2022-05-01 14:40
,52,2022-05-01 14:45
,54,2022-05-01 14:50
,45,2022-05-01 14:55
,48,2022-05-01 15:00
,46,2022-05-01 15:05
,52,2022-05-01 15:10
,50,2022-05-01 15:15
,51,2022-05-01 15:20
,48,2022-05-01 15:25
,49,2022-05-01 15:30
,49,2022-05-01 15:35
,48,2022-05-01 15:40
,54,2022-05-01 15:45
,47,2022-05-01 15:50
,54,2022-05-01 15:55
,52,2022-05-01 16:00
,52,2022-05-01 16:05
,49,2022-05-01 16:10
,50,2022-05-01 16:15
,47,2022-05-01 16:20
,46,2022-05-01 16:25
,49,2022-05-01 16:30
,48,2022-05-01 16:35
,49,2022-05-01 16:40
,47,2022-05-01 16:45
,54,2022-05-01 16:50
,54,2022-05-01 16:55
,47,2022-05-01 17:00
,46,2022-05-01 17:05
,46,2022-05-01 17:10
,49,2022-05-01 17:15
,46,2022-05-01 17:20
,51,2022-05-01 17:25
,48,2022-05-01 17:30
,54,2022-05-01 17:35
,51,2022-05-01 17:40
,50,2022-05-01 17:45
,53,2022-05-01 17:50
,49,2022-05-01 17:55
,47,2022-05-01 18:00
,45,2022-05-01 18:05
,53,2022-05-01 18:10
,52,2022-05-01 18:15
,47,2022-05-01 18:20
,48,2022-05-01 18:25
,49,2022-05-01 18:30
,54,2022-05-01 18:35
,47,2022-05-01 18:40
,52,2022-05-01 18:45
,45,2022-05-01 18:50
,46,2022-05-01 18:55
,46,2022-05-01 19:00
,52,2022-05-01 19:05
,49,2022-05-01 19:10
,52,2022-05-01 19:15
,45,2022-05-01 19:20
,54,2022-05-01 19:25
,48,2022-05-01 19:30
,46,2022-05-01 19:35
,49,2022-05-01 19:40
,53,2022-05-01 19:45
,48,2022-05-01 19:50
,52,2022-05-01 19:55
,53,2022-05-01 20:00
,49,2022-05-01 20:05
,45,2022-05-01 20:10
,52,2022-05-01 20:15
,45,2022-05-01 20:20
,48,2022-05-01 20:25
,49,2022-05-01 20:30
,52,2022-05-01 20:35
,46,2022-05-01 20:40
,53,2022-05-01 20:45
,47,2022-05-01 20:50
,50,2022-05-01 20:55
,52,2022-05-01 21:00
,49,2022-05-01 21:05
,50,2022-05-01 21:10
,45,2022-05-01 21:15
,47,2022-05-01 21:20
,50,2022-05-01 21:25
,45,2022-05-01 21:30
,51,2022-05-01 21:35
,51,2022-05-01 21:40
,48,2022-05-01 21:45
,51,2022-05-01 21:50
,48,2022-05-01 21:55
,51,2022-05-01 22:00
,49,2022-05-01 22:05
,45,2022-05-01 22:10
,49,2022-05-01 22:15
,51,2022-05-01 22:20
,45,2022-05-01 22:25
,46,2022-05-01 22:30
,52,2022-05-01 22:35
,49,2022-05-01 22:40
,53,2022-05-01 22:45
,54,2022-05-01 22:50
,47,2022-05-01 22:55
,49,2022-05-01 23:00
,46,2022-05-01 23:05
,52,2022-05-01 23:10
,47,2022-05-01 23:15
,45,2022-05-01 23:20
,52,2022-05-01 23:25
,48,2022-05-01 23:30
,48,2022-05-01 23:35
,48,2022-05-01 23:40
,48,2022-05-01 23:45
,51,2022-05-01 23:50
,53,2022-05-01 23:55
